name	appos	cc	clf	comp	comp:aff	comp:arg	comp:aux	comp:ben	comp:cleft	comp:goal	comp:loc	comp:m	comp:obj	comp:obj$attitude	comp:obj$concess	comp:obj$desire	comp:obj$know	comp:obj$percep	comp:obj$phase	comp:obj$utter	comp:obl	comp:obl$attitude	comp:obl$cause	comp:obl$desire	comp:obl$know	comp:obl$modal	comp:obl$percep	comp:obl$phase	comp:obl$request	comp:obl$utter	comp:pred	comp:pred$attitude	comp:pred$manner	comp:source	compound	compound:prt	compound:redup	compound:svc	compound:svc$phase	compound:svc$purp	compound:svc$tempo	conj	conj:appos	conj:coord	conj:dicto	conj:m	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	flat:m	flat:name	flat:num	goeswith	list	mod	mod$concess	mod$cond	mod$manner	mod$purp	mod$reason	mod$tempa	mod$tempb	mod$tempo	mod:appos	mod:aux	mod:emph	mod:m	mod:num	mod:obj	mod:periph	mod:periph$concess	mod:periph$cond	mod:periph$manner	mod:periph$purp	mod:periph$reason	mod:periph$tempa	mod:periph$tempb	mod:periph$tempo	mod:poss	mod:pred	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:discourse	parataxis:dislocated	parataxis:dislocated$tempa	parataxis:dislocated$tempo	parataxis:insert	parataxis:mod	parataxis:mod$cond	parataxis:obj	parataxis:obj$cause	parataxis:obj$know	parataxis:obj$request	parataxis:obj$utter	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:aff	udep	unk	unk:aff	vocative	total
Yupik	0.00869	0.00166	nan	0.06498	nan	nan	nan	nan	nan	nan	nan	nan	0.06167	nan	nan	nan	nan	nan	nan	nan	0.00331	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00083	nan	nan	nan	nan	nan	nan	0.00207	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11672	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12831	nan	0.07161	nan	0.02856	0.51159	nan	nan	2416
Estonian	0.00672	0.03454	nan	0.15288	nan	nan	0.02585	nan	nan	nan	nan	nan	0.09879	nan	nan	nan	nan	nan	nan	nan	0.00096	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02728	nan	nan	nan	0.01051	nan	nan	nan	nan	nan	nan	0.04668	nan	nan	nan	nan	nan	nan	0.01561	nan	0.00163	nan	nan	nan	0.01042	nan	nan	nan	nan	0.00056	2e-05	0.23943	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00111	0.01325	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14929	1e-05	0.07786	nan	0.08483	0.00136	nan	0.00041	578702
Basque	0.00408	0.03402	nan	0.18586	nan	nan	0.07296	nan	nan	nan	nan	nan	0.08017	nan	nan	nan	nan	nan	nan	nan	0.00796	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02477	nan	nan	nan	0.01371	nan	nan	nan	nan	nan	nan	0.03843	nan	nan	nan	nan	nan	nan	0.01615	nan	0.0005	1e-05	nan	nan	0.01483	nan	nan	nan	nan	nan	nan	0.22081	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00056	0.00041	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14343	nan	0.06449	nan	0.07243	0.00411	nan	0.00031	138121
Persian	0.00201	0.0356	nan	0.23946	nan	nan	0.01996	nan	nan	nan	nan	nan	0.17065	nan	nan	nan	nan	nan	nan	nan	0.0308	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01805	nan	nan	nan	0.04953	nan	nan	nan	nan	nan	nan	0.0399	nan	nan	nan	nan	nan	nan	0.01735	nan	0.0	9e-05	nan	nan	0.01478	nan	nan	nan	nan	0.0	nan	0.16118	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00036	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07092	nan	0.04592	nan	0.07793	0.00523	nan	0.00029	814671
Finnish	0.00359	0.03339	nan	0.16734	nan	nan	0.03514	nan	nan	nan	nan	nan	0.10199	nan	nan	nan	nan	nan	nan	nan	0.00231	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02685	nan	nan	nan	0.0063	nan	nan	nan	nan	nan	nan	0.04373	nan	nan	nan	nan	nan	nan	0.01825	nan	0.00202	4e-05	nan	nan	0.01224	nan	nan	nan	nan	8e-05	nan	0.26167	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00104	0.00296	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1336	4e-05	0.08387	nan	0.05799	0.00469	nan	0.00085	431827
Faroese	0.00381	0.04754	nan	0.2304	nan	nan	0.02042	nan	nan	nan	nan	nan	0.16235	nan	nan	nan	nan	nan	nan	nan	0.01381	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03363	nan	nan	nan	0.00913	nan	nan	nan	nan	nan	nan	0.03386	nan	nan	nan	nan	nan	nan	0.01392	nan	0.00039	nan	nan	nan	0.00179	nan	nan	nan	nan	nan	nan	0.11087	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3e-05	0.00233	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.13757	nan	0.08509	nan	0.08685	0.00454	nan	0.00166	61909
French	0.00498	0.01934	nan	0.20834	nan	0.0	0.01636	nan	0.00025	nan	nan	nan	0.15812	nan	nan	nan	nan	nan	nan	nan	0.01667	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01201	nan	nan	nan	0.0001	nan	nan	nan	nan	nan	nan	0.02539	0.00014	0.00103	0.00154	nan	nan	nan	0.12219	nan	0.0036	0.00061	nan	nan	0.01	0.0	nan	0.0	nan	3e-05	nan	0.12639	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.00069	0.00279	nan	nan	nan	nan	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	nan	nan	4e-05	0.09969	2e-05	0.0488	nan	0.08093	0.03979	nan	0.00013	1461573
OldFrench	0.00282	0.04364	nan	0.22651	nan	nan	0.02433	nan	nan	nan	nan	nan	0.16552	nan	nan	nan	nan	nan	nan	nan	0.01927	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01138	nan	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	0.0221	nan	nan	nan	nan	nan	nan	0.07188	nan	0.00072	0.00109	nan	nan	0.00471	nan	nan	nan	nan	nan	nan	0.13061	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3e-05	0.0022	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11723	nan	0.07178	nan	0.07878	0.00044	nan	0.00495	233061
Irish	0.00332	0.02402	nan	0.22983	nan	nan	7e-05	nan	nan	nan	nan	nan	0.18374	nan	nan	nan	nan	nan	nan	nan	0.00182	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04419	nan	nan	nan	0.00151	nan	nan	nan	nan	nan	nan	0.02993	nan	nan	nan	nan	nan	nan	0.06267	nan	0.00133	0.00033	nan	nan	0.00941	nan	nan	nan	nan	0.00015	0.00099	0.14386	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7e-05	0.01425	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08152	nan	0.05183	nan	0.09797	0.01098	nan	0.00622	167883
Gaelic	0.00267	0.02876	nan	0.26774	nan	nan	0.0013	nan	nan	nan	nan	nan	0.18933	nan	nan	nan	nan	nan	nan	nan	0.00602	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07109	nan	nan	nan	0.00095	nan	nan	nan	nan	nan	nan	0.02867	nan	nan	nan	nan	nan	nan	0.04758	nan	0.0044	0.00053	nan	nan	0.01157	nan	nan	nan	nan	nan	nan	0.11036	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2e-05	0.00788	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04632	0.00125	0.07846	nan	0.06834	0.02572	nan	0.00105	116375
Galician	0.00038	0.02477	nan	0.24508	nan	nan	0.00749	nan	nan	nan	nan	nan	0.19068	nan	nan	nan	nan	nan	nan	nan	0.03415	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01141	nan	nan	nan	0.00011	nan	nan	nan	nan	nan	nan	0.00494	nan	nan	nan	nan	nan	nan	0.13793	nan	3e-05	nan	nan	nan	0.00252	nan	nan	nan	nan	nan	4e-05	0.09757	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	0.00029	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07603	nan	0.03685	nan	0.1099	0.01981	nan	0.0	210760
Guarani	0.00552	nan	nan	0.12707	nan	nan	nan	nan	nan	nan	nan	nan	0.12155	nan	nan	nan	nan	nan	nan	nan	0.00552	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00552	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01657	nan	0.12155	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.25967	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00552	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02762	nan	0.03867	nan	0.25414	0.01105	nan	nan	181
Gothic	0.01066	0.07698	nan	0.23541	nan	nan	nan	nan	nan	nan	nan	nan	0.1713	nan	nan	nan	nan	nan	nan	nan	0.03194	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03061	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05065	nan	nan	nan	nan	nan	nan	0.0458	nan	0.01778	0.00221	nan	nan	0.00203	nan	nan	nan	nan	nan	nan	0.17135	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00262	0.00126	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07292	nan	0.06992	0.00017	nan	0.0064	65177
AncientGreek	0.00571	0.05069	nan	0.19223	nan	nan	0.00018	nan	nan	nan	nan	nan	0.14873	nan	nan	nan	nan	nan	nan	nan	0.02028	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02305	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04202	nan	nan	nan	nan	nan	nan	0.09914	nan	0.02472	0.00085	nan	nan	0.00059	nan	nan	nan	nan	nan	nan	0.20949	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00158	0.00075	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05224	nan	0.06301	nan	0.05972	0.00048	nan	0.00454	477846
SwissGerman	0.00284	0.01988	nan	0.23907	nan	nan	0.06019	nan	nan	nan	nan	nan	0.14764	nan	nan	nan	nan	nan	nan	nan	0.01249	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01647	nan	nan	nan	0.00398	nan	nan	nan	nan	nan	nan	0.02328	nan	nan	nan	nan	nan	nan	0.06985	nan	nan	nan	nan	nan	0.00568	nan	nan	nan	nan	nan	nan	0.14935	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0017	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10108	nan	0.0636	nan	0.07836	0.00454	nan	nan	1761
Guajajára	0.00299	0.01058	nan	0.14738	nan	nan	0.01956	nan	nan	nan	nan	nan	0.09576	nan	nan	nan	nan	nan	nan	nan	0.03206	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00032	nan	nan	nan	nan	nan	nan	0.00834	nan	nan	nan	nan	nan	nan	0.0109	nan	0.21492	0.00021	nan	nan	0.00053	nan	nan	nan	nan	nan	0.00064	0.12728	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00032	0.00481	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.15443	nan	nan	nan	0.16661	0.0015	nan	0.00085	9357
MbyáGuaraní	0.00198	0.00403	nan	0.18403	nan	nan	0.00014	nan	nan	nan	nan	nan	0.18369	nan	nan	nan	nan	nan	nan	nan	7e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00014	nan	nan	nan	0.02111	nan	nan	nan	nan	nan	nan	0.00868	nan	nan	nan	nan	nan	nan	0.00253	nan	0.00089	0.00171	nan	nan	0.00082	nan	nan	nan	nan	0.00034	0.00014	0.07972	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03204	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14523	0.00068	0.0526	nan	0.0998	0.17911	nan	0.00055	14639
Manx	0.00192	0.01362	nan	0.25013	nan	nan	nan	nan	nan	nan	nan	nan	0.17877	nan	nan	nan	nan	nan	nan	nan	0.00151	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.06985	nan	nan	nan	0.00024	nan	nan	nan	nan	nan	nan	0.0124	nan	nan	nan	nan	nan	nan	0.05362	nan	0.00049	nan	nan	nan	0.00122	nan	nan	nan	nan	nan	nan	0.09795	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8e-05	0.00473	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12066	8e-05	0.10248	nan	0.08641	0.00294	nan	0.0009	24523
AncientHebrew	0.01276	0.09415	nan	0.19701	nan	nan	nan	nan	nan	nan	nan	nan	0.18831	nan	nan	nan	nan	nan	nan	nan	0.00141	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00729	nan	nan	nan	0.04144	nan	nan	nan	nan	nan	nan	0.06629	nan	nan	nan	nan	nan	nan	0.04266	nan	0.00469	0.00238	nan	nan	0.00174	nan	nan	nan	nan	nan	nan	0.08311	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00133	0.011	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10586	nan	0.05501	nan	0.08219	0.00013	nan	0.00124	46647
Hebrew	0.00814	0.02585	nan	0.1973	nan	nan	0.00312	nan	nan	nan	nan	nan	0.18737	nan	nan	nan	nan	nan	nan	nan	0.00052	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00629	nan	nan	nan	0.05372	nan	nan	nan	nan	nan	nan	0.03083	nan	nan	nan	nan	nan	nan	0.09225	nan	2e-05	0.00011	nan	nan	0.0126	nan	nan	nan	nan	0.0	4e-05	0.12004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00029	0.00267	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09621	6e-05	0.04443	nan	0.10172	0.01642	nan	0.0	362657
Hindi	0.00023	0.01422	nan	0.27062	nan	nan	0.04412	nan	nan	nan	nan	nan	0.21115	nan	nan	nan	nan	nan	nan	nan	0.00588	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00947	nan	nan	nan	0.08463	nan	nan	nan	nan	nan	nan	0.0164	nan	nan	nan	nan	nan	nan	0.0175	nan	0.00034	0.00071	nan	nan	0.00043	nan	nan	nan	nan	nan	0.0	0.09533	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00019	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05248	nan	0.04651	nan	0.11772	0.01206	nan	1e-05	490673
Hittite	0.0056	0.06088	nan	0.18894	nan	nan	0.0028	nan	nan	nan	nan	nan	0.15115	nan	nan	nan	nan	nan	nan	nan	0.01749	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0077	nan	nan	nan	0.0042	nan	nan	nan	nan	nan	nan	0.03149	nan	nan	nan	nan	nan	nan	0.0105	nan	0.06508	0.0091	nan	nan	0.0007	nan	nan	nan	nan	nan	nan	0.27992	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0063	0.0091	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.06928	nan	0.07138	0.0035	nan	0.0049	1429
Croatian	0.00416	0.03178	nan	0.21589	nan	nan	0.03521	nan	nan	nan	nan	nan	0.14595	nan	nan	nan	nan	nan	nan	nan	0.00539	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01964	nan	nan	nan	4e-05	nan	nan	nan	nan	nan	nan	0.03954	nan	nan	nan	nan	nan	nan	0.01556	nan	0.00853	3e-05	nan	nan	0.02318	nan	nan	nan	nan	nan	0.0001	0.19533	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00059	0.00957	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10074	nan	0.06018	nan	0.08384	0.00464	nan	0.0001	239856
UpperSorbian	0.0127	0.03569	nan	0.17176	nan	nan	0.00391	nan	nan	nan	nan	nan	0.13216	nan	nan	nan	nan	nan	nan	nan	0.0012	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02028	nan	nan	nan	0.00423	nan	nan	nan	nan	nan	nan	0.05438	nan	nan	nan	nan	nan	nan	0.01893	nan	8e-05	nan	nan	nan	0.0111	nan	nan	nan	nan	nan	0.00176	0.21249	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00096	0.00471	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16138	nan	0.05909	nan	0.08432	0.00886	nan	nan	12523
Hungarian	0.00648	0.0408	nan	0.0985	nan	nan	0.00072	nan	nan	nan	nan	nan	0.08685	nan	nan	nan	nan	nan	nan	nan	0.00679	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00415	nan	nan	nan	0.014	nan	nan	nan	nan	nan	nan	0.04094	nan	nan	nan	nan	nan	nan	0.118	nan	0.00027	2e-05	nan	nan	0.02234	nan	nan	nan	nan	0.00011	0.00045	0.26297	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00125	0.00399	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.13012	nan	0.06119	nan	0.09906	0.00096	nan	2e-05	44628
Armenian	0.00499	0.03653	nan	0.16152	nan	nan	0.04292	nan	nan	nan	nan	nan	0.0916	nan	nan	nan	nan	nan	nan	nan	0.00436	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02261	nan	nan	nan	0.01237	nan	nan	nan	nan	nan	nan	0.05899	nan	nan	nan	nan	nan	nan	0.02915	nan	0.00592	0.00058	nan	nan	0.00972	nan	nan	nan	nan	nan	0.00035	0.2031	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0016	0.00932	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.17084	1e-05	0.05543	nan	0.06563	0.01193	nan	0.00052	106845
WesternArmenian	0.0049	0.0357	nan	0.17568	nan	nan	0.04821	nan	nan	nan	nan	nan	0.10083	nan	nan	nan	nan	nan	nan	nan	0.0048	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02181	nan	nan	nan	0.00988	nan	nan	nan	nan	nan	nan	0.05345	nan	nan	nan	nan	nan	nan	0.04601	nan	0.00562	0.00075	nan	nan	0.01032	nan	nan	nan	nan	nan	0.0002	0.18104	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00133	0.00752	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16009	1e-05	0.05438	nan	0.06614	0.01071	nan	0.00061	141021
Indonesian	0.01614	0.02482	7e-05	0.16555	nan	nan	0.00976	nan	nan	nan	nan	nan	0.14207	nan	nan	nan	nan	nan	nan	nan	0.00618	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00754	nan	nan	nan	0.03772	nan	nan	nan	nan	nan	nan	0.03293	nan	nan	nan	nan	nan	nan	0.02639	nan	9e-05	3e-05	nan	nan	0.05781	nan	nan	nan	nan	0.00012	7e-05	0.19371	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0001	0.004	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12005	nan	0.06961	nan	0.08022	0.00498	nan	5e-05	194259
Icelandic	0.00677	0.04382	nan	0.22585	nan	nan	0.01622	nan	nan	nan	nan	nan	0.16657	nan	nan	nan	nan	nan	nan	nan	0.01455	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02788	nan	nan	nan	0.00985	nan	nan	nan	nan	nan	nan	0.04027	nan	nan	nan	nan	nan	nan	0.01464	nan	0.00077	0.0	nan	nan	0.0053	nan	nan	nan	nan	nan	nan	0.15757	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00145	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08919	nan	0.07657	nan	0.09506	0.00631	nan	0.00136	1458903
Italian	0.0037	0.02284	nan	0.21397	nan	nan	0.02106	nan	nan	nan	nan	nan	0.16309	nan	nan	nan	nan	nan	nan	nan	0.00961	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01278	nan	nan	nan	0.00197	nan	nan	nan	nan	nan	nan	0.02789	nan	nan	nan	nan	nan	nan	0.12702	nan	0.00252	0.0005	nan	nan	0.01277	nan	nan	nan	nan	1e-05	0.00026	0.11759	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00013	0.01347	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09427	0.0	0.0398	nan	0.10655	0.00435	nan	0.00385	1060241
Japanese	3e-05	0.00355	nan	0.29454	nan	nan	0.06633	nan	nan	nan	nan	nan	0.22017	nan	nan	nan	nan	nan	nan	nan	3e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00802	nan	nan	nan	0.06927	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00407	nan	0.00025	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08678	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09415	1e-05	0.03413	nan	0.09401	0.02466	nan	nan	3561810
Jamamadí	nan	nan	nan	0.21488	nan	nan	0.08264	nan	nan	nan	nan	nan	0.12397	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00826	nan	nan	nan	0.00826	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08264	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07438	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00826	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16529	nan	0.1405	nan	0.01653	0.06612	nan	0.00826	121
Javanese	0.01062	0.02258	0.00044	0.14033	nan	nan	0.01018	nan	nan	nan	nan	nan	0.11952	nan	nan	nan	nan	nan	nan	nan	0.0031	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00753	nan	nan	nan	0.00133	nan	nan	nan	nan	nan	nan	0.0301	nan	nan	nan	nan	nan	nan	0.02656	nan	0.00044	nan	nan	nan	0.06729	nan	nan	nan	nan	nan	nan	0.23019	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00354	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.13324	nan	0.07968	nan	0.10447	0.00885	nan	nan	2259
Khunsari	nan	0.01266	nan	0.18987	nan	nan	0.01266	nan	nan	nan	nan	nan	0.17722	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.05063	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01266	nan	nan	nan	nan	nan	nan	0.24051	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12658	nan	0.10127	nan	0.07595	nan	nan	nan	79
