name	appos	cc	clf	comp	comp:aff	comp:arg	comp:aux	comp:ben	comp:cleft	comp:goal	comp:loc	comp:m	comp:obj	comp:obj$attitude	comp:obj$concess	comp:obj$desire	comp:obj$know	comp:obj$percep	comp:obj$phase	comp:obj$utter	comp:obl	comp:obl$attitude	comp:obl$cause	comp:obl$desire	comp:obl$know	comp:obl$modal	comp:obl$percep	comp:obl$phase	comp:obl$request	comp:obl$utter	comp:pred	comp:pred$attitude	comp:pred$manner	comp:source	compound	compound:prt	compound:redup	compound:svc	compound:svc$phase	compound:svc$purp	compound:svc$tempo	conj	conj:appos	conj:coord	conj:dicto	conj:m	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	flat:m	flat:name	flat:num	goeswith	list	mod	mod$concess	mod$cond	mod$manner	mod$purp	mod$reason	mod$tempa	mod$tempb	mod$tempo	mod:appos	mod:aux	mod:emph	mod:m	mod:num	mod:obj	mod:periph	mod:periph$concess	mod:periph$cond	mod:periph$manner	mod:periph$purp	mod:periph$reason	mod:periph$tempa	mod:periph$tempb	mod:periph$tempo	mod:poss	mod:pred	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:discourse	parataxis:dislocated	parataxis:dislocated$tempa	parataxis:dislocated$tempo	parataxis:insert	parataxis:mod	parataxis:mod$cond	parataxis:obj	parataxis:obj$cause	parataxis:obj$know	parataxis:obj$request	parataxis:obj$utter	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:aff	udep	unk	unk:aff	vocative	total
Finnish	2.85226	1.85212	0	1.94653	0	nan	1.4682	nan	0	nan	nan	0	2.05492	nan	nan	nan	nan	nan	nan	nan	2.45236	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.00043	nan	nan	nan	1.44195	nan	nan	0	nan	nan	nan	4.29574	0	0	0	0	nan	0	1.31743	0	4.6087	4.88889	0	0	1.02157	nan	0	nan	nan	1.0303	0	1.86405	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.82483	9.14554	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	4.27219	1.82353	1.64151	0	2.62957	1.41313	0	3.52304	2.34989213235856
Faroese	3.41102	2.55793	0	1.87339	0	nan	1.52453	nan	0	nan	nan	0	1.93692	nan	nan	nan	nan	nan	nan	nan	1.75789	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.82853	nan	nan	nan	1.73628	nan	nan	0	nan	nan	nan	7.47471	0	0	0	0	nan	0	1.32483	0	4.79167	0	0	0	1.07207	nan	0	nan	nan	0	0	1.97552	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.0	4.04167	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	0	2.04708	0	1.54157	0	2.76567	2.42705	0	4.64078	2.1889701246991553
French	3.20363	2.44336	0	1.98571	0	4.71429	1.28959	0	6.17439	0	0	0	2.05803	0	0	0	0	0	0	0	2.15253	0	0	0	0	0	0	0	0	0	1.95374	0	0	0	1.11511	0	0	0	0	0	0	6.32811	5.99052	5.74719	3.66726	0	0	0	1.1467	0	4.05513	4.91001	0	0	1.02258	1.0	0	1.0	0	1.02326	0	3.04212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	4.50791	13.94687	0	0	0	0	0	0	9.53333	0	0	0	0	0	0	0	0	7.33846	9.1532	1.5	3.18447	0	2.77827	1.12671	0	8.04188	2.991184819499266
OldFrench	2.96195	3.02448	0	1.87718	0	nan	1.62493	nan	0	nan	nan	0	1.95324	0	0	0	0	0	0	0	1.68945	0	0	0	0	0	0	0	0	0	1.68741	0	0	nan	1.0	0	0	0	0	0	0	4.05533	0	0	0	0	0	0	1.10829	0	7.23952	6.35686	0	0	1.08743	0	0	nan	nan	0	0	2.67618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.28571	5.61719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27586	0	2.09133	0	2.44259	2.76471	0	5.32842	2.517273593951798
Irish	4.08618	1.37078	0	2.04136	0	nan	1.41667	nan	0	nan	nan	0	1.64391	nan	nan	nan	nan	nan	nan	nan	4.44262	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.59644	nan	nan	nan	1.05929	nan	nan	0	nan	nan	nan	5.55553	0	0	0	0	nan	0	1.06216	0	5.33036	12.76364	0	0	1.07785	nan	0	nan	nan	1.0	10.92814	2.324	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	8.36364	11.37526	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	9.41743	0	1.91289	0	3.35026	1.04449	0	4.12165	2.9808779901479006
Gaelic	4.48875	1.71079	0	1.84742	0	nan	3.35762	nan	0	nan	nan	0	1.50306	0	0	0	0	0	0	0	3.07703	0	0	0	0	0	0	0	0	0	2.63278	0	0	nan	1.06306	0	0	0	0	0	0	8.60641	0	0	0	0	0	0	1.08055	0	2.25195	3.35484	0	0	1.02079	0	0	nan	nan	0	0	2.30702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	1.5	7.63904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.20445	2.43448	1.48056	0	2.8212	1.0979	0	5.2541	2.506284701954887
Galician	4.45679	4.19904	0	2.63379	0	nan	1.50127	nan	0	nan	nan	0	2.26586	nan	nan	nan	nan	nan	nan	nan	5.19269	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.04823	nan	nan	nan	1.17391	nan	nan	0	nan	nan	nan	6.23823	0	0	0	0	nan	0	1.19222	0	5.16667	0	0	0	3.16541	nan	0	nan	nan	0	5.25	2.10407	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.0	11.6129	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	10.27409	0	4.09103	0	2.39608	3.41451	0	8.0	3.0705728521541085
Guarani	2.0	0	0	1.21739	0	nan	0	nan	0	nan	nan	0	1.22727	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	1.0	nan	nan	0	nan	nan	nan	0	0	0	0	0	nan	0	1.66667	0	1.31818	0	0	0	0	nan	0	nan	nan	0	0	1.38298	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	6.0	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	2.2	0	2.42857	0	1.8913	1.0	0	0	1.5524846961325967
Gothic	3.09784	3.02272	0	1.62615	0	nan	0	nan	0	nan	nan	0	1.6343	nan	nan	nan	nan	nan	nan	nan	1.75072	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.4817	nan	nan	nan	0	nan	nan	0	nan	nan	nan	4.37352	0	0	0	0	nan	0	1.22546	0	3.03538	6.11111	0	0	1.08333	nan	0	nan	nan	0	0	2.27498	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.2924	7.93902	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	0	0	2.2651	0	2.29734	1.54545	0	3.06954	2.128571742485846
AncientGreek	3.88934	3.06932	0	2.20545	0	nan	2.25882	nan	0	nan	nan	0	2.17287	0	0	0	0	0	0	0	2.28765	0	0	0	0	0	0	0	0	0	2.34299	0	0	nan	0	0	0	0	0	0	0	5.17848	0	0	0	0	0	0	1.38569	0	4.06289	7.54208	0	0	1.3169	0	0	nan	nan	0	0	3.14785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	3.10226	8.29609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79049	0	3.26904	0	2.80268	1.98268	0	3.90922	2.853420861428159
SwissGerman	2.4	2.54286	0	2.71259	0	nan	3.84906	nan	0	nan	nan	0	2.28462	0	0	0	0	0	0	0	3.27273	0	0	0	0	0	0	0	0	0	2.03448	0	0	nan	2.71429	0	0	0	0	0	0	5.73171	0	0	0	0	0	0	1.29268	0	0	0	0	0	1.0	0	0	nan	nan	0	0	1.88213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	7.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19101	0	2.4375	0	3.00725	2.75	0	0	3.0136299204997163
Guajajára	3.28571	2.58586	0	1.89703	0	nan	1.80328	nan	0	nan	nan	0	1.4029	nan	nan	nan	nan	nan	nan	nan	3.43	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	1.0	nan	nan	0	nan	nan	nan	6.57692	0	0	0	0	nan	0	1.10784	0	2.95127	6.0	0	0	1.0	nan	0	nan	nan	0	10.33333	1.61629	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.0	5.82222	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	3.63599	0	0	0	2.0821	2.21429	0	1.875	2.453992435609704
MbyáGuaraní	2.17241	4.05085	0	1.34744	0	nan	2.5	nan	0	nan	nan	0	1.34623	nan	nan	nan	nan	nan	nan	nan	3.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	1.62783	nan	nan	0	nan	nan	nan	4.66142	0	0	0	0	nan	0	1.13514	0	3.23077	4.6	0	0	1.0	nan	0	nan	nan	1.0	6.0	2.65124	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	5.2516	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	3.66322	2.2	2.12857	0	3.62286	1.83867	0	3.375	2.3247495846710846
Manx	3.23404	1.31138	0	1.8673	0	nan	0	nan	0	nan	nan	0	1.5609	nan	nan	nan	nan	nan	nan	nan	2.75676	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.63222	nan	nan	nan	2.0	nan	nan	0	nan	nan	nan	6.5	0	0	0	0	nan	0	1.07072	0	2.0	0	0	0	1.0	nan	0	nan	nan	0	0	1.73022	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	1.5	8.63793	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	6.54748	2.0	1.20215	0	2.48891	1.02778	0	5.31818	2.4455808579700693
AncientHebrew	1.78151	1.46107	0	1.90413	0	nan	0	nan	nan	nan	nan	0	1.8207	nan	nan	nan	nan	nan	nan	nan	5.95455	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.27353	nan	nan	nan	1.55096	nan	nan	0	nan	nan	nan	6.56598	0	0	0	0	nan	0	1.06181	0	2.41553	6.67568	0	0	1.17284	nan	0	nan	nan	0	0	1.87645	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.24194	8.60234	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	0	nan	8.04253	0	1.78293	0	2.65441	1.0	0	2.41379	2.9102415557270565
Hebrew	4.23916	2.12587	0	1.61189	0	nan	1.40442	nan	0	nan	nan	0	1.6055	0	0	0	0	0	0	0	4.26455	0	0	0	0	0	0	0	0	0	1.68523	0	0	nan	1.50064	0	0	0	0	0	0	7.09223	0	0	0	0	0	0	1.05566	0	1.57143	8.05	0	0	1.17903	0	0	nan	nan	1.0	4.73333	2.28225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	3.29245	9.49226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.69202	4.38095	3.50394	0	3.17685	3.10529	0	2.0	2.804740810049165
Hindi	3.01802	5.53104	0	1.96796	0	nan	1.05839	nan	0	nan	nan	0	2.10108	0	0	0	0	0	0	0	4.95705	0	0	0	0	0	0	0	0	0	1.37976	0	0	nan	1.30946	0	0	0	0	0	0	5.75463	0	0	0	0	0	0	1.2392	0	1.50303	4.54467	0	0	1.12919	0	0	nan	nan	0	5.0	2.52796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	9.96809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50804	0	6.41725	0	4.40396	1.494	0	3.28571	2.794973510586481
Hittite	2.5	4.32184	0	2.80741	0	nan	1.0	nan	0	nan	nan	0	2.88426	nan	nan	nan	nan	nan	nan	nan	2.52	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.45455	nan	nan	nan	1.16667	nan	nan	0	nan	nan	nan	3.62222	0	0	0	0	nan	0	1.33333	0	3.29032	8.07692	0	0	2.0	nan	0	nan	nan	0	0	2.5225	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.44444	3.0	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	0	0	3.52525	0	2.60784	4.8	0	4.85714	2.9433169699090276
Croatian	3.48549	1.9512	0	1.87299	0	nan	2.03978	nan	0	nan	nan	0	1.73339	0	0	0	0	0	0	0	2.26816	0	0	0	0	0	0	0	0	0	2.40395	0	0	nan	1.3	0	0	0	0	0	0	5.36282	0	0	0	0	0	0	1.35272	0	2.58309	6.85714	0	0	1.28944	0	0	nan	nan	0	5.25	1.79225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	4.09859	10.10061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0778	0	2.81003	0	2.64764	1.12478	0	3.73913	2.810581997698619
UpperSorbian	3.95597	1.9821	0	2.63459	0	nan	6.83673	nan	0	nan	nan	0	2.28097	0	0	0	0	0	0	0	2.46667	0	0	0	0	0	0	0	0	0	3.21654	0	0	nan	2.01887	0	0	0	0	0	0	4.70044	0	0	0	0	0	0	1.53165	0	1.0	0	0	0	1.23741	0	0	nan	nan	0	6.18182	2.0218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.66667	5.91525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.51311	0	3.27703	0	3.62689	1.37838	0	0	3.1491664377545328
Hungarian	4.30796	3.52499	0	3.25227	0	nan	1.125	nan	0	nan	nan	0	3.31656	nan	nan	nan	nan	nan	nan	nan	3.62706	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.65946	nan	nan	nan	1.1296	nan	nan	0	nan	nan	nan	7.03503	0	0	0	0	nan	0	1.74117	0	3.08333	8.0	0	0	1.0321	nan	0	nan	nan	1.0	5.0	2.31953	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	6.21429	7.78652	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	7.43172	0	4.12669	0	3.34223	2.13953	0	4.0	3.5497662590750196
Armenian	4.3621	3.12221	0	2.10048	0	nan	1.10532	nan	0	nan	nan	0	2.7323	nan	nan	nan	nan	nan	nan	nan	2.68026	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.31498	nan	nan	nan	1.49697	nan	nan	0	nan	nan	nan	5.59543	0	0	0	0	nan	0	1.37958	0	3.80569	6.48387	0	0	1.25987	nan	0	nan	nan	0	4.27027	2.21447	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.37427	8.09036	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	5.60565	2.0	3.36998	0	3.32131	1.64706	0	5.39286	3.158566743694137
WesternArmenian	4.24747	2.82837	0	1.88751	0	nan	1.04178	0	0	0	0	0	2.3636	0	0	0	0	0	0	0	2.40473	0	0	0	0	0	0	0	0	0	1.43401	0	0	0	1.37114	0	0	0	0	0	0	5.34903	0	0	0	0	0	0	1.2982	0	4.19571	6.12264	0	0	1.24176	0	0	0	0	0	2.64286	2.24975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.70213	6.55943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64307	2.0	3.55966	0	3.34459	1.48643	0	5.32558	2.9830396487757143
Indonesian	3.9021	1.73206	1.0	1.53021	0	nan	1.20833	nan	0	nan	nan	0	1.45161	nan	nan	nan	nan	nan	nan	nan	3.77917	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.58538	nan	nan	nan	1.29221	nan	nan	0	nan	nan	nan	4.85553	0	0	0	0	nan	0	1.30472	0	3.27778	5.66667	0	0	1.10837	nan	0	nan	nan	1.0	33.61538	2.07457	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.8	13.6144	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	7.0509	0	2.7277	0	3.15825	11.54188	0	5.5	2.726854183384039
Icelandic	2.17291	2.25512	0	1.93734	0	nan	2.08063	0	0	0	0	0	1.84555	0	0	0	0	0	0	0	2.59585	0	0	0	0	0	0	0	0	0	2.05445	0	0	0	1.79122	0	0	0	0	0	0	7.55354	0	0	0	0	0	0	1.2784	0	4.77927	11.33333	0	0	1.0707	0	0	0	0	0	0	2.05534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	7.12057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37248	0	1.47672	0	2.8893	2.84455	0	4.81291	2.2952063949213897
Italian	4.71967	2.12808	0	1.84751	0	nan	1.13922	0	0	0	0	0	1.96043	0	0	0	0	0	0	0	2.03797	0	0	0	0	0	0	0	0	0	1.77104	0	0	0	1.10925	0	0	0	0	0	0	5.7274	0	0	0	0	0	0	1.16034	0	5.44303	4.42214	0	0	1.03737	0	0	0	0	1.0	11.35531	2.35381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.63121	10.14671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.41884	1.0	3.48512	0	2.54127	1.89926	0	5.79451	2.8362397131218278
Japanese	3.91089	18.55414	0	1.13325	0	0	1.06001	0	0	0	0	0	1.15737	0	0	0	0	0	0	0	5.32258	0	0	0	0	0	0	0	0	0	1.06312	0	0	0	2.36862	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21465	0	5.18313	25.5	0	0	0	0	0	0	0	0	0	4.31683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73219	2.08824	6.38209	0	3.52623	3.24309	0	0	2.071006456346633
Jamamadí	0	0	0	1.76923	0	nan	1.2	nan	0	nan	nan	0	2.2	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	1.0	nan	nan	0	nan	nan	nan	0	0	0	0	0	nan	0	0	0	1.3	0	0	0	0	nan	0	nan	nan	0	0	1.66667	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	4.0	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	1.65	0	2.05882	0	2.0	1.625	0	3.0	1.7603301652892558
Javanese	3.75	1.60784	1.0	1.33754	0	nan	1.17391	nan	0	nan	nan	0	1.34444	nan	nan	nan	nan	nan	nan	nan	1.57143	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.35294	nan	nan	nan	1.0	nan	nan	0	nan	nan	nan	4.30882	0	0	0	0	nan	0	1.13333	0	3.0	0	0	0	1.05921	nan	0	nan	nan	0	0	1.87308	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	9.875	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	6.34219	0	2.27222	0	2.92797	1.05	0	0	2.493138348826915
Khunsari	0	1.0	0	2.46667	0	nan	4.0	nan	0	nan	nan	0	2.35714	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	1.25	nan	nan	0	nan	nan	nan	0	0	0	0	0	nan	0	0	0	0	0	0	0	1.0	nan	0	nan	nan	0	0	2.10526	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	0	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	1.6	0	2.0	0	2.33333	0	0	0	2.113923164556962
Kazakh	3.04598	3.64	1.33333	1.48689	0	nan	1.01149	nan	0	nan	nan	0	1.67275	nan	nan	nan	nan	nan	nan	nan	1.9	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.06061	nan	nan	nan	1.46923	nan	nan	0	nan	nan	nan	3.65764	0	0	0	0	nan	0	1.22477	0	2.24074	0	0	0	1.08889	nan	0	nan	nan	0	0	2.05566	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.53846	7.2125	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	1.65792	0	3.79359	0	3.70312	1.016	0	4.1	2.2513760352710643
Kurmanji	2.76667	3.01923	0	2.4158	0	nan	1.47945	nan	0	nan	nan	0	2.50392	nan	nan	nan	nan	nan	nan	nan	2.77778	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.19565	nan	nan	nan	1.50781	nan	nan	0	nan	nan	nan	4.57895	0	0	0	0	nan	0	1.06103	0	5.32143	9.5	0	0	1.04167	nan	0	nan	nan	0	0	2.01104	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	4.5	6.22222	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	4.43159	0	4.47509	0	4.56145	1.06719	0	0	2.9782876512837446
Korean	3.2808	8.61148	1.0	2.34077	0	nan	1.04366	nan	0	nan	nan	0	2.08657	0	0	0	0	0	0	0	4.4941	0	0	0	0	0	0	0	0	0	3.20409	0	0	nan	1.37952	0	0	0	0	0	0	2.96711	0	0	0	0	0	0	1.166	0	4.30612	6.2019	0	0	1.19924	0	0	nan	nan	1.02273	2.0	2.23227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	1.5	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44329	0	3.19629	0	2.83845	1.82834	0	6.5	2.464837474912818
Komi-Permyak	3.42857	2.34884	0	1.53676	0	nan	1.2	nan	0	nan	nan	0	1.61856	nan	nan	nan	nan	nan	nan	nan	2.66667	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.33333	nan	nan	nan	1.0	nan	nan	0	nan	nan	nan	4.82143	0	0	0	0	nan	0	1.27273	0	1.33333	4.0	0	0	1.0	nan	0	nan	nan	0	3.5	1.77273	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	2.25	6.57143	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	3.78855	0	1.53333	0	1.94937	1.0	0	2.66667	2.37365956097561
Komi	3.47917	2.67489	0	1.76977	0	nan	1.3452	nan	0	nan	nan	0	1.86594	nan	nan	nan	nan	nan	nan	nan	2.55556	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.84545	nan	nan	nan	1.02941	nan	nan	0	nan	nan	nan	4.57355	0	0	0	0	nan	0	1.30357	0	3.42857	5.84615	0	0	1.0	nan	0	nan	nan	0	4.83333	1.75345	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	1.64706	5.22222	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	4.3528	2.78571	2.16456	0	2.31034	1.0	0	3.0	2.596009982618242
Karelian	2.26316	1.05769	0	2.08613	0	nan	1.23729	nan	0	nan	nan	0	2.24425	nan	nan	nan	nan	nan	nan	nan	2.30769	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.94643	nan	nan	nan	1.5625	nan	nan	0	nan	nan	nan	4.5947	0	0	0	0	nan	0	1.18919	0	5.75	0	0	0	1.40909	nan	0	nan	nan	1.0	0	1.57405	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	1.5	5.38095	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	4.51142	0	1.65833	0	2.8006	1.35714	0	3.0	2.5876708408138835
Latin	2.36402	2.86805	0	2.24453	0	nan	1.23767	0	0	0	0	0	2.31833	0	0	0	0	0	0	0	2.63915	0	0	0	0	0	0	0	0	0	1.64394	0	0	0	1.34118	0	0	0	0	0	0	5.26101	0	0	0	0	0	0	1.25509	0	4.52986	14.51114	0	0	1.31238	0	0	0	0	0	0	3.04203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	2.65094	9.768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8507	12.00694	3.22614	0	3.94968	1.37476	0	3.59256	3.1837845941708607
Ligurian	3.45455	3.15226	0	1.78246	0	nan	1.07407	nan	0	nan	nan	0	1.93679	nan	nan	nan	nan	nan	nan	nan	1.4385	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8547	nan	nan	nan	0	nan	nan	0	nan	nan	nan	8.47863	0	0	0	0	nan	0	1.16726	0	6.43478	4.1875	0	0	1.06977	nan	0	nan	nan	0	0	2.80958	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	3.0	14.46988	nan	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan	0	0	8.61111	0	2.96462	0	2.68195	1.89865	0	3.66667	2.9619413119016667
