	Bakker-like-head_initial
PRON-udep-AUX	0.0
ADV-comp:obl-SCONJ	0.0
AUX-mod:periph$cond-SCONJ	0.0
NOUN-det-CCONJ	0.0
SYM-mod-PRON	0.0
NUM-udep-PART	0.0
PART-udep-SCONJ	0.0
AUX-dislocated-SCONJ	0.0
AUX-mod:periph-ADV	0.0
VERB-mod:m-ADV	0.0
NOUN-udep-AUX	0.0
CCONJ-comp:obj-PROPN	0.0
ADV-subj-PART	0.0
NOUN-clf-NOUN	0.0
PROPN-udep-AUX	0.0
CCONJ-udep-NOUN	0.0
SCONJ-comp-PROPN	0.0
PROPN-udep-SCONJ	0.0
CCONJ-mod-NUM	0.0
PRON-comp:obl-NOUN	0.0
AUX-mod:periph$reason-ADP	0.0
ADP-comp:obj-SYM	0.0
CCONJ-dislocated-NOUN	0.0
SCONJ-udep-ADV	0.0
ADV-comp-SCONJ	0.0
PART-mod-X	0.0
PART-comp-SCONJ	0.0
ADJ-comp-ADJ	0.0
ADV-mod-SCONJ	0.0
PRON-mod-SCONJ	0.0
ADP-mod:m-ADV	0.0
CCONJ-det-DET	0.0
SCONJ-dislocated-CCONJ	0.0
PART-dislocated-NOUN	0.0
NOUN-comp-NUM	0.0
SCONJ-comp:obj-ADP	0.0
PART-det-DET	0.0
PRON-dislocated-NOUN	0.0
SCONJ-comp:obl-AUX	0.0
ADJ-udep-PART	0.0
CCONJ-dislocated-CCONJ	0.0
PART-comp-CCONJ	0.0
ADV-subj-ADJ	0.0
PROPN-subj-ADP	0.0
SCONJ-dislocated-PROPN	0.0
PART-mod-PRON	0.0
NOUN-mod:m-NOUN	0.0
PART-mod-NUM	0.0
PRON-subj-DET	0.0
ADJ-comp-ADV	0.0
SCONJ-subj-ADP	0.0
VERB-comp:pred-CCONJ	0.0
ADP-comp:obj-PUNCT	0.0
NUM-comp:obl-PRON	0.0
PART-mod-PROPN	0.0
VERB-comp:pred-SCONJ	0.0
VERB-dislocated-NUM	0.0
AUX-subj-PART	0.0
ADV-subj-VERB	0.0
PART-dislocated-PRON	0.0
NUM-udep-PRON	0.0
ADV-comp:obl-NOUN	0.0
PART-subj-AUX	0.0
ADP-comp-X	0.0
ADJ-det-ADV	0.0
ADP-comp-CCONJ	0.0
PART-comp:aux-VERB	0.0
PART-subj-PRON	0.0
CCONJ-subj-PRON	0.0
CCONJ-comp:pred-SCONJ	0.0
NOUN-comp:pred-SCONJ	0.0
ADV-udep-CCONJ	0.0
NOUN-subj-PART	0.0
PRON-comp:pred-VERB	0.0
CCONJ-comp-PROPN	0.0
PROPN-subj-PART	0.0
ADJ-comp:pred-SCONJ	0.0
SCONJ-comp:obj-AUX	0.0
PRON-subj-PROPN	0.0
ADJ-comp:obj-PROPN	0.0
SCONJ-dislocated-PRON	0.0
NOUN-det-ADJ	0.0
AUX-mod:periph$tempo-ADP	0.0
PROPN-udep-PART	0.0
PART-mod:periph-ADP	0.0
VERB-mod:periph$tempo-ADV	0.0
AUX-mod:periph$tempo-ADV	0.0
ADV-comp-ADV	0.0
CCONJ-subj-PROPN	0.0
VERB-mod-SYM	0.0
PART-comp-X	0.0
ADV-det-ADV	0.0
CCONJ-mod-AUX	0.0
NUM-mod-SYM	0.0
PART-udep-PART	0.0
NOUN-det:num-NUM	0.0
PART-comp:obj-X	0.0
AUX-comp:aux-PROPN	0.0
SCONJ-comp:aff-VERB	0.0
ADP-comp-INTJ	0.0
NOUN-mod-INTJ	0.0
ADV-comp:obl-ADV	0.0
ADV-comp:obj-ADP	0.0
CCONJ-comp-PRON	0.0
SCONJ-mod-SYM	0.0
ADJ-comp:obj-ADJ	0.0
NOUN-comp:pred-NOUN	0.0
NOUN-det-NUM	0.0
NUM-mod-VERB	0.0
ADJ-comp-SCONJ	0.0
AUX-dislocated-CCONJ	0.0
NOUN-mod:poss-PRON	0.0
PRON-comp-DET	0.0
ADP-mod-CCONJ	0.0
ADP-comp:obj-INTJ	0.0
CCONJ-dislocated-PRON	0.0
X-mod-VERB	0.0
VERB-udep-AUX	0.0
AUX-mod:periph-SCONJ	0.0
SCONJ-udep-CCONJ	0.0
ADJ-comp:pred-CCONJ	0.0
NUM-udep-ADP	0.0
ADJ-udep-VERB	0.0
SCONJ-comp:obl-SCONJ	0.0
PRON-comp-VERB	0.0
PRON-det-NUM	0.0
SYM-udep-ADV	0.0
VERB-mod:periph-ADP	0.0
ADV-comp:obj-PROPN	0.0
ADP-comp:obj-PART	0.0
PRON-comp-NOUN	0.0
NOUN-comp:obj-AUX	0.0
AUX-det-DET	0.0
PART-mod:periph$cond-SCONJ	0.0
AUX-comp:aux-X	0.0
SCONJ-comp-NUM	0.0
ADV-dislocated-PRON	0.0
AUX-mod:periph$tempb-ADP	0.0
ADJ-dislocated-PROPN	0.0
ADP-udep-SCONJ	0.0
NOUN-det-ADV	0.0
NOUN-comp:obj-NUM	0.0
SYM-det-DET	0.0
CCONJ-mod-VERB	0.0
NOUN-det-SCONJ	0.0
X-subj-ADP	0.0
CCONJ-comp:obl-ADV	0.0
