name	aff	aff:aux	aff:case	aff:dep	aff:mark	aff:subj	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	comp:svc	compound	compound:prt	compound:redup	compound:svc	conj	conj:appos	conj:coord	conj:dicto	conj:emb	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	goeswith	list	mod	mod:appos	mod:aux	mod:emph	mod:focus	mod:num	mod:periph	mod:poss	mod:relcl	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:dicto	parataxis:discourse	parataxis:dislocated	parataxis:insert	parataxis:mod	parataxis:obj	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:obj	udep	unk	unk:scrap	vocative	total
Japanese	nan	nan	nan	nan	nan	nan	3e-05	0.00333	nan	0.27769	0.0588	nan	0.20952	0.00031	0.00906	nan	0.10926	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00366	nan	0.00021	0.00079	nan	nan	nan	nan	nan	nan	0.08399	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08574	1e-05	0.02972	nan	0.0892	0.03868	nan	nan	1971191
Khunsari	nan	nan	nan	nan	nan	nan	nan	0.01266	nan	0.18987	0.01266	nan	0.17722	nan	nan	nan	0.05063	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01266	nan	nan	nan	0.24051	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12658	nan	0.10127	nan	0.07595	nan	nan	nan	79
Kazakh	nan	nan	nan	nan	nan	nan	0.00802	0.01857	0.00028	0.11755	0.02164	nan	0.07631	0.00093	0.01866	nan	0.01194	nan	nan	nan	0.03788	nan	nan	nan	9e-05	nan	nan	0.02034	nan	0.00504	nan	nan	nan	0.0084	nan	nan	nan	0.25786	nan	nan	nan	nan	nan	nan	nan	nan	0.00121	0.00746	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.19554	nan	0.10486	nan	0.07529	0.0112	nan	0.00093	10719
Kurmanji	nan	nan	nan	nan	nan	nan	0.00247	0.03002	nan	0.21478	0.01212	nan	0.17808	0.00181	0.02276	nan	0.01048	nan	nan	nan	0.04075	nan	nan	nan	0.00115	nan	nan	0.01749	nan	0.00231	0.00016	nan	nan	0.0099	nan	nan	nan	0.15713	nan	nan	nan	nan	nan	nan	nan	nan	0.00016	0.00594	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10549	nan	0.06796	nan	0.09774	0.02128	nan	nan	12124
Korean	nan	nan	nan	nan	nan	nan	0.00547	0.0113	0.0	0.15701	0.03944	nan	0.08933	0.01778	0.01045	nan	0.05523	nan	nan	nan	0.05113	nan	nan	nan	0.00141	nan	nan	0.01682	nan	0.0001	0.04279	nan	nan	0.02731	nan	9e-05	nan	0.26142	nan	nan	nan	nan	nan	nan	nan	nan	1e-05	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10416	nan	0.05855	nan	0.0321	0.01808	nan	3e-05	489901
Komi-Permyak	nan	nan	nan	nan	nan	nan	0.00807	0.04498	nan	0.12572	0.02537	nan	0.09227	0.00231	0.00577	nan	0.00115	nan	nan	nan	0.05998	nan	nan	nan	nan	nan	nan	0.01038	nan	0.00346	0.00231	nan	nan	0.00577	nan	nan	0.00231	0.19723	nan	nan	nan	nan	nan	nan	nan	nan	0.00461	0.00692	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.21799	nan	0.10265	nan	0.07497	0.00231	nan	0.00346	867
Komi	nan	nan	nan	nan	nan	nan	0.00844	0.04062	nan	0.12866	0.0254	nan	0.09179	0.00147	0.01	nan	0.00312	nan	nan	nan	0.06144	nan	nan	nan	0.00486	nan	nan	0.01531	nan	0.00385	0.00119	nan	nan	0.00605	nan	0.00037	0.00165	0.22522	nan	nan	nan	nan	nan	nan	nan	nan	0.00156	0.00734	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.19166	0.00128	0.07914	nan	0.08684	0.00138	nan	0.00138	10905
Karelian	nan	nan	nan	nan	nan	nan	0.00566	0.04646	nan	0.14026	0.01757	nan	0.10363	0.00387	0.01519	nan	0.00953	nan	nan	nan	0.07862	nan	nan	nan	0.00625	nan	nan	0.01102	nan	0.00119	nan	nan	nan	0.0131	nan	0.0003	nan	0.19506	nan	nan	nan	nan	nan	nan	nan	nan	0.0006	0.00625	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16945	nan	0.07147	nan	0.09857	0.00566	nan	0.0003	3358
Latin	nan	nan	nan	nan	nan	nan	0.01324	0.04782	nan	0.20638	0.0063	nan	0.15191	0.02461	0.02326	nan	7e-05	nan	nan	nan	0.04243	nan	nan	nan	0.00164	nan	nan	0.03722	nan	0.00635	0.00113	nan	nan	0.00324	nan	nan	nan	0.19126	nan	nan	nan	nan	nan	nan	nan	nan	0.00204	0.00107	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09562	0.00012	0.07485	nan	0.06441	0.00399	nan	0.00102	1160350
Lithuanian	nan	nan	nan	nan	nan	nan	0.00279	0.03894	nan	0.16607	0.00041	nan	0.09804	0.05801	0.00962	nan	0.0001	nan	nan	nan	0.06336	nan	nan	nan	0.00155	nan	nan	0.01317	nan	9e-05	1e-05	nan	nan	0.00505	nan	nan	2e-05	0.27377	nan	nan	nan	nan	nan	nan	nan	nan	0.00012	0.00902	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16286	nan	0.0553	nan	0.03808	0.00359	nan	2e-05	85896
Latvian	nan	nan	nan	nan	nan	nan	0.00177	0.03537	nan	0.16866	0.0111	nan	0.11894	0.023	0.01562	nan	0.00128	nan	nan	nan	0.04986	nan	nan	nan	0.0019	nan	nan	0.02323	nan	0.01874	3e-05	nan	nan	0.0086	nan	2e-05	nan	0.2088	nan	nan	nan	nan	nan	nan	nan	nan	0.00155	0.00518	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.15535	3e-05	0.07791	nan	0.06773	0.00501	nan	0.00031	285713
ClassicalChinese	nan	nan	nan	nan	nan	nan	nan	0.01209	0.00541	0.21473	0.00962	nan	0.19168	0.00577	0.00766	nan	0.00811	nan	nan	nan	0.04372	nan	nan	nan	0.00023	nan	nan	0.01326	nan	0.02895	0.00066	nan	nan	0.04182	nan	nan	0.00042	0.22316	nan	nan	nan	nan	nan	nan	nan	nan	1e-05	0.01951	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.125	nan	0.04474	0.0033	nan	0.00014	271943
Moksha	nan	nan	nan	nan	nan	nan	0.00659	0.03538	nan	0.13354	0.02532	nan	0.09157	0.0059	0.01075	nan	0.00173	nan	nan	nan	0.05827	nan	nan	nan	0.00347	nan	nan	0.0111	nan	0.00347	0.00069	nan	nan	0.0059	nan	nan	0.00104	0.2102	nan	nan	nan	nan	nan	nan	nan	nan	0.00139	0.0052	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.18488	nan	0.10232	nan	0.09886	0.00173	nan	0.00069	2883
Makuráp	nan	nan	nan	nan	nan	nan	nan	0.02206	nan	0.15441	0.01471	nan	0.13971	nan	nan	nan	nan	nan	nan	nan	0.02206	nan	nan	nan	nan	nan	nan	nan	nan	0.09559	nan	nan	nan	nan	nan	nan	nan	0.21324	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10294	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01471	nan	0.06618	nan	0.02941	0.125	nan	nan	136
Marathi	nan	nan	nan	nan	nan	nan	0.00071	0.0153	nan	0.20344	0.03461	nan	0.14222	0.00989	0.01672	nan	0.01978	nan	nan	nan	0.02237	nan	nan	nan	nan	nan	nan	0.02661	nan	0.01342	0.00188	nan	nan	0.00188	nan	0.00024	nan	0.09348	nan	nan	nan	nan	nan	nan	nan	nan	0.00024	0.01766	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.17589	nan	0.11608	nan	0.07864	0.00212	nan	0.00683	4247
Maltese	nan	nan	nan	nan	nan	nan	0.00315	0.02842	nan	0.2154	0.02321	nan	0.1595	0.01725	0.01543	nan	0.004	nan	nan	nan	0.03244	nan	nan	nan	0.00119	nan	nan	0.07351	nan	0.00581	0.00019	nan	nan	0.01357	nan	9e-05	0.00443	0.13152	nan	nan	nan	nan	nan	nan	nan	nan	4e-05	0.00344	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08802	2e-05	0.04581	nan	0.08436	0.04854	nan	0.00065	53724
Mundurukú	nan	nan	nan	nan	nan	nan	0.01183	0.00197	0.01972	0.19921	0.00394	nan	0.19132	0.00197	0.00197	nan	nan	nan	nan	nan	0.00394	nan	nan	nan	nan	nan	nan	nan	nan	0.01578	nan	nan	nan	0.00197	nan	nan	nan	0.12623	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00197	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0572	nan	0.07101	nan	0.25444	0.0355	nan	nan	507
Erzya	nan	nan	nan	nan	nan	nan	0.00593	0.01964	nan	0.12518	0.02636	nan	0.08855	0.00322	0.00705	nan	0.01253	nan	nan	nan	0.06236	nan	nan	nan	0.00248	nan	nan	0.01733	nan	0.00666	0.00056	nan	nan	0.00203	nan	nan	nan	0.17665	nan	nan	nan	nan	nan	nan	nan	nan	0.00164	0.00965	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.2315	6e-05	0.09131	nan	0.09972	0.00581	nan	0.00378	17719
LowGerman	nan	nan	nan	nan	nan	nan	0.00074	0.03461	nan	0.19809	0.02798	nan	0.13697	0.01694	0.0162	nan	0.0081	nan	nan	nan	0.03682	nan	nan	nan	0.00221	nan	nan	0.08616	nan	0.00074	0.00221	nan	nan	0.00368	nan	nan	nan	0.14212	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02135	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11561	nan	0.08616	nan	0.0567	0.00663	nan	nan	1358
Dutch	nan	nan	nan	nan	nan	nan	0.01164	0.02018	nan	0.18714	0.02353	nan	0.14277	0.00594	0.0149	nan	0.00721	nan	nan	nan	0.02693	nan	nan	nan	0.00036	nan	nan	0.09744	nan	nan	nan	nan	nan	0.03207	nan	nan	nan	0.13523	nan	nan	nan	nan	nan	nan	nan	nan	0.00038	0.00959	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10842	nan	0.06184	nan	0.09449	0.01993	nan	nan	308961
Norwegian	nan	nan	nan	nan	nan	nan	0.00266	0.02978	nan	0.22468	0.02572	nan	0.16826	0.00427	0.02643	nan	0.00846	nan	nan	nan	0.03157	nan	nan	nan	0.00098	nan	nan	0.03658	nan	0.0049	nan	nan	nan	0.01555	nan	nan	nan	0.13637	nan	nan	nan	nan	nan	nan	nan	nan	0.00054	0.00459	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09942	0.00166	0.08093	nan	0.08621	0.01044	nan	nan	805997
Nayini	nan	nan	nan	nan	nan	nan	nan	0.01163	nan	0.2093	0.01163	nan	0.19767	nan	nan	nan	0.03488	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01163	nan	nan	nan	0.22093	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11628	nan	0.10465	nan	0.0814	nan	nan	nan	86
Livvi	nan	nan	nan	nan	nan	nan	0.00462	0.04099	nan	0.1276	0.02021	nan	0.08776	0.00173	0.0179	nan	0.00289	nan	nan	nan	0.06813	nan	nan	nan	0.00231	nan	nan	0.00751	nan	0.00231	nan	nan	nan	0.00635	nan	0.00173	nan	0.18995	nan	nan	nan	nan	nan	nan	nan	nan	0.00866	0.02714	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.20266	nan	0.0843	nan	0.08718	0.00751	nan	0.00058	1732
OldEastSlavic	nan	nan	nan	nan	nan	nan	0.02305	0.08022	nan	0.20736	0.00439	nan	0.16646	0.02404	0.01247	nan	0.00026	nan	nan	nan	0.05584	nan	nan	nan	0.00254	nan	nan	0.02669	nan	0.022	0.00245	nan	nan	0.00798	nan	1e-05	nan	0.16306	nan	nan	nan	nan	nan	nan	nan	nan	0.00333	0.00226	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02203	nan	0.06062	nan	0.09052	0.01563	nan	0.00678	205302
OldTurkish	nan	nan	nan	nan	nan	nan	0.0042	0.0042	nan	0.14706	0.03361	nan	0.08824	nan	0.02521	nan	0.02941	nan	nan	nan	0.05042	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.15126	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0042	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.34454	nan	0.07143	nan	0.04202	nan	nan	0.0042	238
Naija	nan	nan	nan	nan	nan	nan	nan	0.00511	nan	0.21468	0.05651	0.0076	0.10608	0.01498	0.0295	nan	0.01436	0.00197	0.00309	0.00506	0.02003	0.00092	0.0105	0.0086	nan	1e-05	nan	0.03044	0.00253	0.02155	0.008	nan	nan	0.00645	0.00092	nan	nan	0.08893	0.00026	nan	0.00688	nan	0.00039	0.01393	0.01024	1e-05	2e-05	0.01098	0.00525	2e-05	1e-05	0.00081	0.00038	nan	nan	0.00385	nan	0.00067	0.214	nan	0.07268	nan	0.00026	0.00039	1e-05	0.00117	185600
Polish	nan	nan	nan	nan	nan	nan	0.00433	0.02479	nan	0.21209	0.01477	nan	0.15566	0.03204	0.00963	nan	nan	nan	nan	nan	0.03386	nan	nan	nan	0.00133	nan	nan	0.01669	nan	0.00025	nan	nan	nan	0.00721	nan	nan	0.00047	0.17485	nan	nan	nan	nan	nan	nan	nan	nan	0.00014	0.00765	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14803	nan	0.05635	nan	0.0746	0.02445	nan	0.00081	583532
Portuguese	nan	nan	nan	nan	nan	nan	0.01363	0.01986	nan	0.20784	0.01154	nan	0.17996	0.00464	0.0117	nan	0.00058	nan	nan	nan	0.02513	nan	nan	nan	0.00042	nan	nan	0.12435	nan	0.00023	1e-05	nan	nan	0.019	nan	0.0	2e-05	0.10122	nan	nan	nan	nan	nan	nan	nan	nan	3e-05	0.00285	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10767	0.0	0.04482	nan	0.11698	0.0075	nan	2e-05	692959
FrisianDutch	nan	nan	nan	nan	nan	nan	0.01151	0.02567	nan	0.20149	0.01847	nan	0.15639	0.00768	0.01895	nan	0.00624	nan	nan	nan	0.01271	nan	nan	nan	nan	nan	nan	0.0794	nan	0.04773	0.00192	nan	nan	0.04078	nan	0.00144	0.00048	0.16671	nan	nan	nan	nan	nan	nan	nan	nan	0.00864	0.00504	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01295	0.08515	nan	0.0686	0.02063	nan	0.00144	4169
HindiEnglish	nan	nan	nan	nan	nan	nan	0.00036	0.0149	nan	0.24365	0.05916	nan	0.14952	0.00729	0.02769	nan	0.03407	nan	nan	nan	0.01793	nan	nan	nan	0.00027	nan	nan	0.02953	nan	0.01641	nan	nan	nan	0.00556	nan	nan	nan	0.16161	nan	nan	nan	nan	nan	nan	nan	nan	0.00054	0.00227	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08579	nan	0.07515	nan	0.05998	0.00227	nan	0.00605	33080
TurkishGerman	nan	nan	nan	nan	nan	nan	0.00237	0.03253	nan	0.15622	0.02063	nan	0.10964	0.00557	0.02039	nan	0.00872	nan	nan	nan	0.04161	nan	nan	nan	0.00605	nan	nan	0.04027	nan	0.05115	0.0027	nan	nan	0.00136	nan	nan	nan	0.22566	nan	nan	nan	nan	nan	nan	nan	nan	0.00055	0.02498	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08853	0.01362	0.07692	nan	0.06093	0.00844	nan	0.00117	41838
K'iche'	nan	nan	nan	nan	nan	nan	0.00379	0.00409	0.00488	0.14481	0.02193	nan	0.12139	0.001	0.0005	nan	0.00588	nan	nan	nan	0.00737	nan	nan	nan	0.0003	nan	nan	0.14072	nan	0.01495	0.00279	nan	nan	0.00169	nan	0.0001	nan	0.13982	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00967	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16803	nan	0.09448	nan	0.06209	0.04844	nan	0.0013	10034
Romanian	nan	nan	nan	nan	nan	nan	0.00534	0.03829	0.0	0.22314	0.02847	nan	0.16252	0.01616	0.01415	nan	0.00034	nan	nan	nan	0.04029	nan	nan	nan	0.00189	nan	nan	0.0371	nan	0.00079	nan	nan	nan	0.00202	nan	0.0001	1e-05	0.14935	nan	nan	nan	nan	nan	nan	nan	nan	0.00019	0.00534	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11402	0.0	0.04844	nan	0.08211	0.02774	nan	0.0022	1154793
Russian	nan	nan	nan	nan	nan	nan	0.00835	0.0323	nan	0.15538	0.0041	nan	0.1379	0.00844	0.00494	nan	0.00087	nan	nan	nan	0.04443	nan	nan	nan	0.00061	nan	nan	0.02075	nan	0.00132	3e-05	nan	nan	0.00769	nan	0.00017	0.00032	0.21355	nan	nan	nan	nan	nan	nan	nan	nan	0.00097	0.01808	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1639	1e-05	0.06934	nan	0.09729	0.00901	nan	0.00025	1581564
Sanskrit	nan	nan	nan	nan	nan	nan	0.00425	0.02221	nan	0.17642	0.0007	nan	0.12522	0.02364	0.02686	nan	0.00136	nan	nan	nan	0.0614	nan	nan	nan	0.00229	nan	nan	0.02666	nan	0.03234	3e-05	nan	nan	0.00495	nan	nan	nan	0.26279	nan	nan	nan	nan	nan	nan	nan	nan	0.00817	0.00711	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00648	nan	0.12316	nan	0.0704	0.00096	nan	0.01259	30115
Slovak	nan	nan	nan	nan	nan	nan	0.00245	0.02742	nan	0.20869	0.01776	nan	0.14978	0.02438	0.01494	nan	4e-05	nan	nan	nan	0.03365	nan	nan	nan	0.00042	nan	nan	0.02161	nan	0.00038	nan	nan	nan	0.00082	nan	nan	nan	0.17928	nan	nan	nan	nan	nan	nan	nan	nan	0.00106	0.00054	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1588	nan	0.06248	nan	0.06654	0.02866	nan	0.00028	120463
Slovenian	nan	nan	nan	nan	nan	nan	0.00235	0.02888	nan	0.22046	0.04101	nan	0.15668	0.00419	0.01859	nan	nan	nan	nan	nan	0.03038	nan	nan	nan	0.00037	nan	nan	0.01971	nan	0.01167	0.00028	nan	nan	0.00505	nan	3e-05	nan	0.19503	nan	nan	nan	nan	nan	nan	nan	nan	0.0002	0.01439	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09831	0.00333	0.04618	nan	0.08521	0.0173	nan	0.00039	204026
NorthSami	nan	nan	nan	nan	nan	nan	0.00237	0.03532	nan	0.17179	0.04801	nan	0.09644	0.00024	0.02709	nan	0.00195	nan	nan	nan	0.03051	nan	nan	nan	0.00108	nan	nan	0.00764	nan	0.00941	nan	nan	nan	0.0045	nan	nan	nan	0.1956	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0113	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14445	nan	0.11663	nan	0.0947	0.00042	nan	0.00056	28681
SkoltSami	nan	nan	nan	nan	nan	nan	0.00293	0.06023	nan	0.14806	0.02886	nan	0.09661	0.00335	0.01924	nan	nan	nan	nan	nan	0.11669	nan	nan	nan	0.01631	nan	nan	0.01589	nan	0.01882	0.00084	nan	nan	0.00084	nan	0.00042	nan	0.11669	nan	nan	nan	nan	nan	nan	nan	nan	0.0046	0.00376	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.2041	0.00376	0.0941	nan	0.03388	0.00669	nan	0.00335	2391
Soi	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.20339	0.01695	nan	0.18644	nan	nan	nan	0.01695	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01695	nan	nan	nan	0.23729	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.13559	nan	0.10169	nan	0.08475	nan	nan	nan	59
Albanian	nan	nan	nan	nan	nan	nan	0.00094	0.03374	nan	0.19213	0.01593	nan	0.1462	0.01125	0.01874	nan	0.00187	nan	nan	nan	0.03936	nan	nan	nan	nan	nan	nan	0.12933	nan	nan	nan	nan	nan	0.00375	nan	nan	nan	0.18182	nan	nan	nan	nan	nan	nan	nan	nan	0.00094	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07966	nan	0.0656	nan	0.07123	0.0075	nan	nan	1067
Serbian	nan	nan	nan	nan	nan	nan	0.00616	0.02605	nan	0.20808	0.038	nan	0.14655	0.00618	0.01735	nan	3e-05	nan	nan	nan	0.03244	nan	nan	nan	0.00039	nan	nan	0.01608	nan	0.00411	nan	nan	nan	0.02444	nan	nan	9e-05	0.17867	nan	nan	nan	nan	nan	nan	nan	nan	0.00036	0.01038	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10472	nan	0.06597	nan	0.09761	0.01634	nan	1e-05	117859
Swedish	nan	nan	nan	nan	nan	nan	0.00385	0.03065	nan	0.21293	0.02183	nan	0.16641	0.0056	0.0191	nan	0.00871	nan	nan	nan	0.03693	nan	nan	nan	0.00087	nan	nan	0.04312	nan	0.00102	0.00152	nan	nan	0.00309	nan	nan	2e-05	0.16456	nan	nan	nan	nan	nan	nan	nan	nan	0.00021	0.00466	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09041	2e-05	0.08276	nan	0.08534	0.01602	nan	0.00037	247505
SwedishSign	nan	nan	nan	nan	nan	nan	0.00181	0.00422	0.01627	0.11325	0.01506	nan	0.08012	0.00904	0.00904	nan	0.05723	nan	nan	nan	0.25663	nan	nan	nan	0.03916	nan	nan	0.03855	nan	0.02771	nan	nan	nan	0.0012	nan	nan	nan	0.11024	nan	nan	nan	nan	nan	nan	nan	nan	0.0006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00964	0.1253	nan	0.07349	0.01084	nan	0.0006	1660
Tamil	nan	nan	nan	nan	nan	nan	nan	0.00783	nan	0.1773	0.05174	nan	0.11147	0.01387	0.00022	nan	0.00261	nan	nan	nan	0.01797	nan	nan	nan	0.00022	nan	nan	0.01253	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.31405	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00037	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11438	nan	0.08679	nan	0.08806	0.00045	nan	0.00015	13412
Telugu	nan	nan	nan	nan	nan	nan	0.00034	0.00221	0.00017	0.12532	nan	nan	0.1134	0.01192	nan	nan	0.03354	nan	nan	nan	0.00885	nan	nan	nan	nan	nan	nan	0.02639	nan	0.00494	0.00017	nan	nan	0.00187	nan	nan	0.00034	0.14081	nan	nan	nan	nan	nan	nan	nan	nan	0.00068	0.00477	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.24945	nan	0.19871	nan	0.07373	0.00017	nan	0.00221	5873
Thai	nan	nan	nan	nan	nan	nan	0.01272	0.02245	0.00868	0.2503	0.03569	nan	0.18324	0.0144	0.01697	nan	0.06773	nan	nan	nan	0.02326	nan	nan	nan	0.00067	nan	nan	0.01451	nan	0.00102	7e-05	nan	nan	0.01781	nan	0.00014	nan	0.14596	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00018	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00956	4e-05	0.06116	nan	0.09464	0.01879	nan	4e-05	28466
Tagalog	nan	nan	nan	nan	nan	nan	nan	0.00983	nan	0.28138	0.00089	nan	0.27646	0.00357	0.00045	nan	0.00983	nan	nan	nan	0.00938	nan	nan	nan	nan	nan	nan	0.01608	nan	0.00179	nan	nan	nan	0.00313	nan	nan	nan	0.08754	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00491	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12193	nan	0.09379	nan	0.07191	0.00625	nan	0.00089	2239
Tupinambá	nan	nan	nan	nan	nan	nan	0.02234	0.00131	nan	0.13863	0.00066	nan	0.13272	0.00131	0.00394	nan	0.00066	nan	nan	nan	0.02562	nan	nan	nan	0.00394	nan	nan	0.00066	nan	0.03351	nan	nan	nan	nan	nan	nan	nan	0.23259	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02168	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.17148	nan	0.04271	nan	0.13535	0.03088	nan	nan	1522
Turkish	nan	nan	nan	nan	nan	nan	0.00122	0.01869	0.00033	0.1126	0.00624	nan	0.09504	0.00369	0.00763	nan	0.0449	nan	nan	nan	0.03343	nan	nan	nan	0.00197	nan	nan	0.03907	nan	0.00359	0.00013	nan	nan	0.01014	nan	0.00045	0.00147	0.2695	nan	nan	nan	nan	nan	nan	nan	nan	0.0001	0.01186	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1727	1e-05	0.08223	nan	0.08128	0.00119	nan	0.00056	589244
Uyghur	nan	nan	nan	nan	nan	nan	0.00299	0.01616	nan	0.11933	0.01951	nan	0.08356	0.00091	0.01534	nan	0.05087	nan	nan	nan	0.02379	nan	nan	nan	0.00026	nan	nan	0.022	nan	0.00601	0.00031	nan	nan	0.00129	nan	2e-05	nan	0.24457	nan	nan	nan	nan	nan	nan	nan	nan	0.00019	0.00969	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.18697	2e-05	0.09352	nan	0.09642	0.00498	nan	0.00127	41776
Ukrainian	nan	nan	nan	nan	nan	nan	0.00618	0.03499	nan	0.16191	0.00184	nan	0.14837	0.00344	0.00826	nan	0.0038	nan	nan	nan	0.0459	nan	nan	nan	0.00173	nan	nan	0.02447	nan	0.01674	0.00014	nan	nan	0.01554	nan	4e-05	0.00013	0.19673	nan	nan	nan	nan	nan	nan	nan	nan	0.00186	0.01195	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16808	1e-05	0.05986	nan	0.0838	0.0035	nan	0.00074	137537
Urdu	nan	nan	nan	nan	nan	nan	nan	0.01838	nan	0.26874	0.04826	nan	0.20643	0.00505	0.009	nan	0.10002	nan	nan	nan	0.02141	nan	nan	nan	0.00062	nan	nan	0.01338	nan	nan	0.00189	nan	nan	2e-05	nan	nan	nan	0.10965	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03826	nan	0.04018	nan	0.10572	0.01291	nan	8e-05	181959
Urubú	nan	nan	nan	nan	nan	nan	nan	0.00426	nan	0.2383	0.02128	nan	0.21277	0.00426	nan	nan	0.00851	nan	nan	nan	0.00426	nan	nan	nan	nan	nan	nan	0.00426	nan	0.08936	nan	nan	nan	nan	nan	nan	nan	0.14468	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02553	nan	0.22553	nan	0.01702	nan	nan	nan	235
